,AvgL,AvgW,B365L,B365W,Best of,CBL,CBW,Comment,Court,Date,EXL,EXW,L1,L2,L3,LBL,LBW,LPts,LRank,Location,Loser,Lsets,MaxL,MaxW,PSL,PSW,Round,SJL,SJW,Surface,Tier,Tournament,UBL,UBW,W1,W2,W3,WPts,WRank,WTA,Winner,Wsets
30436,3.49,1.3,3.5,1.28,3,,,Completed,Indoor,2019-04-24,,,2.0,4.0,,,,600.0,108.0,Stuttgart,Minella M.,0.0,3.75,1.35,3.49,1.35,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,2515.0,20.0,20,Bencic B.,2.0
30437,4.05,1.24,4.0,1.22,3,,,Completed,Indoor,2019-04-24,,,1.0,5.0,,,,353.0,169.0,Stuttgart,Gatto-Monticone G.,0.0,4.4,1.27,4.3,1.26,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,7.0,,1875.0,25.0,20,Vekic D.,2.0
30438,1.7,2.14,1.66,2.1,3,,,Completed,Indoor,2019-04-24,,,6.0,3.0,4.0,,,2812.0,16.0,Stuttgart,Wang Q.,1.0,1.76,2.27,1.7,2.27,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,4.0,6.0,6.0,1960.0,24.0,20,Hsieh S.W.,2.0
30439,2.82,1.42,2.75,1.4,3,,,Completed,Indoor,2019-04-24,,,5.0,4.0,,,,721.0,84.0,Stuttgart,Zvonareva V.,0.0,3.0,1.47,2.98,1.44,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,7.0,6.0,,1001.0,61.0,20,Azarenka V.,2.0
30440,1.86,1.93,1.8,1.9,3,,,Completed,Indoor,2019-04-24,,,4.0,3.0,,,,2460.0,21.0,Stuttgart,Garcia C.,0.0,1.93,2.05,1.85,2.04,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,2845.0,15.0,20,Kontaveit A.,2.0
30441,1.86,1.93,1.8,1.9,3,,,Retired,Indoor,2019-04-24,,,6.0,2.0,0.0,,,2630.0,17.0,Stuttgart,Goerges J.,1.0,1.95,2.02,1.93,1.96,1st Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,4.0,6.0,4.0,1510.0,34.0,20,Pavlyuchenkova A.,1.0
30442,4.74,1.18,5.0,1.16,3,,,Completed,Indoor,2019-04-24,,,1.0,4.0,,,,307.0,192.0,Stuttgart,Minnen G.,0.0,5.16,1.22,5.13,1.21,2nd Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,5645.0,3.0,20,Kvitova P.,2.0
30443,1.77,2.03,1.66,2.1,3,,,Completed,Indoor,2019-04-25,,,4.0,3.0,,,,619.0,99.0,Stuttgart,Siegemund L.,0.0,2.1,2.17,2.1,1.83,2nd Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,3145.0,13.0,20,Sevastova A.,2.0
30444,1.95,1.84,2.0,1.72,3,,,Completed,Indoor,2019-04-25,,,1.0,5.0,,,,2355.0,22.0,Stuttgart,Kasatkina D.,0.0,2.06,2.17,2.06,1.85,2nd Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,7.0,,1875.0,25.0,20,Vekic D.,2.0
30445,2.41,1.56,2.5,1.5,3,,,Completed,Indoor,2019-04-25,,,4.0,3.0,,,,1960.0,24.0,Stuttgart,Hsieh S.W.,0.0,2.55,1.61,2.52,1.6,2nd Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,5967.0,1.0,20,Osaka N.,2.0
30446,2.35,1.59,2.37,1.53,3,,,Completed,Indoor,2019-04-25,,,3.0,2.0,,,,1510.0,34.0,Stuttgart,Pavlyuchenkova A.,0.0,2.5,1.65,2.44,1.63,2nd Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,2845.0,15.0,20,Kontaveit A.,2.0
30447,2.64,1.48,2.75,1.4,3,,,Completed,Indoor,2019-04-25,,,6.0,3.0,4.0,,,2515.0,20.0,Stuttgart,Bencic B.,1.0,2.86,1.56,2.66,1.54,2nd Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,4.0,6.0,6.0,4640.0,7.0,20,Bertens K.,2.0
30448,2.95,1.39,3.0,1.36,3,,,Completed,Indoor,2019-04-25,,,2.0,4.0,,,,801.0,71.0,Stuttgart,Petkovic A.,0.0,3.2,1.45,3.13,1.42,2nd Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,5220.0,5.0,20,Kerber A.,2.0
30449,1.63,2.24,1.57,2.25,3,,,Completed,Indoor,2019-04-25,,,6.0,3.0,4.0,,,5580.0,4.0,Stuttgart,Pliskova Ka.,1.0,1.71,2.38,1.7,2.29,2nd Round,,,Clay,Premier,Porsche Tennis Grand Prix,,,4.0,6.0,6.0,1001.0,61.0,20,Azarenka V.,2.0
30450,2.88,1.41,3.0,1.4,3,,,Completed,Indoor,2019-04-26,,,6.0,2.0,3.0,,,3145.0,13.0,Stuttgart,Sevastova A.,1.0,3.07,1.45,3.04,1.45,Quarterfinals,,,Clay,Premier,Porsche Tennis Grand Prix,,,2.0,6.0,6.0,5645.0,3.0,20,Kvitova P.,2.0
30451,2.15,1.7,2.2,1.66,3,,,Completed,Indoor,2019-04-26,,,3.0,6.0,6.0,,,1875.0,25.0,Stuttgart,Vekic D.,1.0,2.3,1.78,2.19,1.78,Quarterfinals,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,4.0,7.0,5967.0,1.0,20,Osaka N.,2.0
30452,2.18,1.68,2.2,1.66,3,,,Completed,Indoor,2019-04-26,,,3.0,4.0,,,,5220.0,5.0,Stuttgart,Kerber A.,0.0,2.3,1.74,2.25,1.74,Quarterfinals,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,6.0,,4640.0,7.0,20,Bertens K.,2.0
30453,1.96,1.84,2.0,1.8,3,,,Retired,Indoor,2019-04-26,,,7.0,5.0,0.0,,,1001.0,61.0,Stuttgart,Azarenka V.,1.0,2.05,1.96,1.96,1.96,Quarterfinals,,,Clay,Premier,Porsche Tennis Grand Prix,,,5.0,7.0,3.0,2845.0,15.0,20,Kontaveit A.,1.0
30454,1.78,2.04,1.8,2.0,3,,,Completed,Indoor,2019-04-27,,,6.0,6.0,1.0,,,4640.0,7.0,Stuttgart,Bertens K.,1.0,1.83,2.13,1.81,2.13,Semifinals,,,Clay,Premier,Porsche Tennis Grand Prix,,,7.0,3.0,6.0,5645.0,3.0,20,Kvitova P.,2.0
30455,1.69,2.13,1.66,2.2,3,,,Walkover,Indoor,2019-04-27,,,,,,,,5967.0,1.0,Stuttgart,Osaka N.,,1.72,2.16,1.75,2.22,Semifinals,,,Clay,Premier,Porsche Tennis Grand Prix,,,,,,2845.0,15.0,20,Kontaveit A.,
30456,2.62,1.49,2.62,1.5,3,,,Completed,Indoor,2019-04-28,,,3.0,6.0,,,,2845.0,15.0,Stuttgart,Kontaveit A.,0.0,2.8,1.55,2.78,1.52,The Final,,,Clay,Premier,Porsche Tennis Grand Prix,,,6.0,7.0,,5645.0,3.0,20,Kvitova P.,2.0
30457,1.39,2.93,1.36,3.0,3,,,Completed,Outdoor,2019-04-30,,,3.0,3.0,,,,1195.0,45.0,Prague,Kuzmova V.,0.0,1.44,3.2,1.44,2.98,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,607.0,103.0,21,Schmiedlova A.,2.0
30458,3.97,1.24,4.0,1.22,3,,,Completed,Outdoor,2019-04-30,,,0.0,2.0,,,,607.0,102.0,Prague,Jakupovic D.,0.0,4.3,1.27,4.24,1.26,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,1237.0,44.0,21,Siniakova K.,2.0
30459,2.93,1.39,3.0,1.36,3,,,Completed,Outdoor,2019-04-30,,,3.0,6.0,2.0,,,897.0,65.0,Prague,Gasparyan M.,1.0,3.15,1.42,3.07,1.42,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,3.0,6.0,2812.0,16.0,21,Wang Q.,2.0
30460,1.24,3.96,1.22,4.0,3,,,Completed,Outdoor,2019-04-30,,,1.0,2.0,,,,596.0,107.0,Prague,Voegele S.,0.0,1.31,4.33,1.31,3.74,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,250.0,232.0,21,Cepelova J.,2.0
30461,1.65,2.21,1.57,2.25,3,,,Completed,Outdoor,2019-04-30,,,4.0,7.0,3.0,,,843.0,66.0,Prague,Petkovic A.,1.0,1.71,2.35,1.71,2.25,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,6.0,775.0,78.0,21,Pegula J.,2.0
30462,2.59,1.49,2.5,1.5,3,,,Completed,Outdoor,2019-04-30,,,4.0,2.0,,,,689.0,88.0,Prague,Barthel M.,0.0,2.75,1.57,2.67,1.53,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,1275.0,39.0,21,Strycova B.,2.0
30463,4.2,1.23,,,3,,,Completed,Outdoor,2019-04-30,,,3.0,1.0,,,,336.0,175.0,Prague,Paolini J.,0.0,4.2,1.23,,,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,611.0,100.0,21,Minella M.,2.0
30464,1.71,2.11,1.66,2.1,3,,,Completed,Outdoor,2019-04-30,,,7.0,3.0,0.0,,,1536.0,32.0,Prague,Collins D.,1.0,1.75,2.23,1.74,2.2,1st Round,,,Clay,International,J&T Banka Prague Open,,,5.0,6.0,6.0,718.0,83.0,21,Brady J.,2.0
30465,1.21,4.33,1.18,4.5,3,,,Completed,Outdoor,2019-04-30,,,6.0,3.0,2.0,,,3185.0,13.0,Prague,Sevastova A.,1.0,1.24,4.5,1.24,4.44,1st Round,,,Clay,International,J&T Banka Prague Open,,,2.0,6.0,6.0,787.0,74.0,21,Potapova A.,2.0
30466,1.51,2.54,1.44,2.62,3,,,Completed,Outdoor,2019-04-30,,,3.0,2.0,,,,946.0,63.0,Prague,Krunic A.,0.0,1.77,2.78,1.56,2.55,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,387.0,151.0,21,Korpatsch T.,2.0
30467,1.59,2.34,1.53,2.37,3,,,Completed,Outdoor,2019-04-30,,,6.0,1.0,4.0,,,642.0,95.0,Prague,Swiatek I.,1.0,1.69,2.54,1.56,2.54,1st Round,,,Clay,International,J&T Banka Prague Open,,,4.0,6.0,6.0,603.0,106.0,21,Muchova K.,2.0
30468,2.19,1.66,2.2,1.61,3,,,Completed,Outdoor,2019-04-30,,,4.0,2.0,,,,297.0,203.0,Prague,Haas B.,0.0,2.25,1.72,2.23,1.71,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,604.0,105.0,21,Pera B.,2.0
30469,2.13,1.7,2.1,1.66,3,,,Completed,Outdoor,2019-04-30,,,1.0,4.0,,,,534.0,116.0,Prague,Bouzkova M.,0.0,2.34,1.8,2.34,1.65,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,376.0,157.0,21,Lottner A.,2.0
30470,1.79,2.0,1.72,2.0,3,,,Completed,Outdoor,2019-04-30,,,3.0,4.0,,,,1013.0,57.0,Prague,Alexandrova E.,0.0,1.91,2.11,1.87,2.0,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,404.0,146.0,21,Teichmann J.,2.0
30471,1.92,1.86,2.0,1.72,3,,,Completed,Outdoor,2019-04-30,,,4.0,2.0,,,,1650.0,29.0,Prague,Buzarnescu M.,0.0,2.05,1.95,2.0,1.89,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,591.0,109.0,21,Kuznetsova S.,2.0
30472,1.8,1.99,1.72,2.0,3,,,Completed,Outdoor,2019-04-30,,,3.0,4.0,,,,698.0,85.0,Prague,Pliskova Kr.,0.0,1.85,2.15,1.85,2.05,1st Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,553.0,113.0,21,Vikhlyantseva N.,2.0
30473,1.58,2.35,1.53,2.37,3,,,Completed,Outdoor,2019-05-01,,,6.0,3.0,0.0,,,607.0,103.0,Prague,Schmiedlova A.,1.0,1.64,2.5,1.61,2.47,2nd Round,,,Clay,International,J&T Banka Prague Open,,,4.0,6.0,6.0,387.0,151.0,21,Korpatsch T.,2.0
30474,1.76,2.04,1.72,2.0,3,,,Completed,Outdoor,2019-05-01,,,2.0,4.0,,,,376.0,157.0,Prague,Lottner A.,0.0,1.81,2.16,1.81,2.12,2nd Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,604.0,105.0,21,Pera B.,2.0
30475,2.5,1.52,2.5,1.5,3,,,Completed,Outdoor,2019-05-01,,,1.0,6.0,4.0,,,611.0,100.0,Prague,Minella M.,1.0,2.71,1.57,2.62,1.56,2nd Round,,,Clay,International,J&T Banka Prague Open,,,6.0,4.0,6.0,2812.0,16.0,21,Wang Q.,2.0
30476,1.59,2.32,1.53,2.37,3,,,Completed,Outdoor,2019-05-01,,,6.0,3.0,2.0,,,591.0,109.0,Prague,Kuznetsova S.,1.0,1.64,2.47,1.63,2.45,2nd Round,,,Clay,International,J&T Banka Prague Open,,,2.0,6.0,6.0,404.0,146.0,21,Teichmann J.,2.0
30477,2.22,1.65,2.25,1.57,3,,,Completed,Outdoor,2019-05-01,,,4.0,6.0,6.0,,,718.0,83.0,Prague,Brady J.,1.0,2.42,1.72,2.26,1.72,2nd Round,,,Clay,International,J&T Banka Prague Open,,,6.0,3.0,7.0,603.0,106.0,21,Muchova K.,2.0
30478,2.02,1.77,2.0,1.72,3,,,Completed,Outdoor,2019-05-01,,,4.0,6.0,5.0,,,787.0,74.0,Prague,Potapova A.,1.0,2.11,1.82,2.11,1.81,2nd Round,,,Clay,International,J&T Banka Prague Open,,,6.0,2.0,7.0,553.0,113.0,21,Vikhlyantseva N.,2.0
30479,4.31,1.21,4.33,1.2,3,,,Completed,Outdoor,2019-05-01,,,1.0,3.0,,,,250.0,232.0,Prague,Cepelova J.,0.0,4.74,1.23,4.74,1.23,2nd Round,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,1237.0,44.0,21,Siniakova K.,2.0
30480,2.48,1.53,2.5,1.5,3,,,Completed,Outdoor,2019-05-01,,,5.0,2.0,,,,775.0,78.0,Prague,Pegula J.,0.0,2.63,1.57,2.62,1.56,2nd Round,,,Clay,International,J&T Banka Prague Open,,,7.0,6.0,,1275.0,39.0,21,Strycova B.,2.0
30481,1.53,2.48,1.5,2.62,3,,,Completed,Outdoor,2019-05-02,,,0.0,7.0,3.0,,,2812.0,16.0,Prague,Wang Q.,1.0,1.63,2.62,1.57,2.61,Quarterfinals,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,6.0,604.0,105.0,21,Pera B.,2.0
30482,2.61,1.49,2.62,1.5,3,,,Completed,Outdoor,2019-05-02,,,3.0,4.0,,,,553.0,113.0,Prague,Vikhlyantseva N.,0.0,2.86,1.53,2.86,1.49,Quarterfinals,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,603.0,106.0,21,Muchova K.,2.0
30483,1.75,2.08,1.72,2.1,3,,,Completed,Outdoor,2019-05-02,,,1.0,2.0,,,,1237.0,44.0,Prague,Siniakova K.,0.0,1.85,2.15,1.85,2.08,Quarterfinals,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,1275.0,39.0,21,Strycova B.,2.0
30484,2.26,1.63,2.3,1.61,3,,,Completed,Outdoor,2019-05-02,,,2.0,1.0,,,,387.0,151.0,Prague,Korpatsch T.,0.0,2.37,1.69,2.37,1.68,Quarterfinals,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,404.0,146.0,21,Teichmann J.,2.0
30485,2.53,1.52,2.5,1.53,3,,,Completed,Outdoor,2019-05-03,,,2.0,5.0,,,,604.0,105.0,Prague,Pera B.,0.0,2.7,1.57,2.62,1.57,Semifinals,,,Clay,International,J&T Banka Prague Open,,,6.0,7.0,,603.0,106.0,21,Muchova K.,2.0
30486,1.49,2.62,1.44,2.75,3,,,Completed,Outdoor,2019-05-03,,,3.0,0.0,,,,1275.0,39.0,Prague,Strycova B.,0.0,1.57,2.79,1.56,2.64,Semifinals,,,Clay,International,J&T Banka Prague Open,,,6.0,6.0,,404.0,146.0,21,Teichmann J.,2.0
30487,1.67,2.2,1.72,2.1,3,,,Completed,Outdoor,2019-05-04,,,6.0,6.0,4.0,,,603.0,106.0,Prague,Muchova K.,1.0,1.75,2.38,1.68,2.36,The Final,,,Clay,International,J&T Banka Prague Open,,,7.0,3.0,6.0,404.0,146.0,21,Teichmann J.,2.0
30488,1.68,2.17,1.61,2.2,3,,,Completed,Outdoor,2019-04-29,,,6.0,4.0,3.0,,,1262.0,41.0,Rabat,Putintseva Y.,1.0,1.81,2.33,1.7,2.26,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,3.0,6.0,6.0,831.0,67.0,22,Zidansek T.,2.0
30489,1.21,4.28,1.2,4.33,3,,,Completed,Outdoor,2019-04-29,,,4.0,2.0,,,,1005.0,60.0,Rabat,Maria T.,0.0,1.25,4.69,1.23,4.69,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,277.0,215.0,22,Shinikova I.,2.0
30490,2.41,1.56,2.5,1.5,3,,,Completed,Outdoor,2019-04-29,,,4.0,3.0,,,,809.0,69.0,Rabat,Parmentier P.,0.0,2.52,1.62,2.51,1.58,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,1070.0,52.0,22,Van Uytvanck A.,2.0
30491,2.16,1.68,2.1,1.66,3,,,Completed,Outdoor,2019-04-29,,,6.0,3.0,,,,764.0,80.0,Rabat,Golubic V.,0.0,2.25,1.73,2.23,1.72,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,7.0,6.0,,951.0,62.0,22,Peterson R.,2.0
30492,1.71,2.11,1.66,2.1,3,,,Completed,Outdoor,2019-04-29,,,3.0,3.0,,,,1040.0,54.0,Rabat,Cornet A.,0.0,1.78,2.28,1.69,2.28,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,449.0,132.0,22,Bogdan A.,2.0
30493,1.72,2.09,1.66,2.1,3,,,Completed,Outdoor,2019-04-29,,,3.0,2.0,,,,695.0,86.0,Rabat,Linette M.,0.0,1.8,2.23,1.75,2.19,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,611.0,99.0,22,Jorovic I.,2.0
30494,2.5,1.54,,,3,,,Completed,Outdoor,2019-04-30,,,6.0,4.0,,,,333.0,178.0,Rabat,Bara I.,0.0,2.5,1.54,,,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,7.0,6.0,,797.0,71.0,22,Hercog P.,2.0
30495,2.06,1.75,2.0,1.72,3,,,Completed,Outdoor,2019-04-30,,,0.0,2.0,,,,503.0,118.0,Rabat,Danilovic O.,0.0,2.16,1.8,2.13,1.79,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,1088.0,51.0,22,Sakkari M.,2.0
30496,2.58,1.49,2.5,1.5,3,,,Completed,Outdoor,2019-04-30,,,1.0,6.0,2.0,,,1010.0,58.0,Rabat,Gavrilova D.,1.0,2.78,1.55,2.65,1.53,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,3.0,6.0,1960.0,24.0,22,Hsieh S.W.,2.0
30497,1.52,2.49,1.5,2.5,3,,,Completed,Outdoor,2019-04-30,,,3.0,3.0,,,,785.0,75.0,Rabat,Sorribes Tormo S.,0.0,1.6,2.68,1.52,2.68,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,401.0,149.0,22,Lepchenko V.,2.0
30498,3.93,1.24,4.0,1.22,3,,,Completed,Outdoor,2019-04-30,,,3.0,1.0,,,,660.0,92.0,Rabat,Larsson J.,0.0,4.25,1.28,4.25,1.26,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,579.0,111.0,22,Bacsinszky T.,2.0
30499,2.03,1.77,2.1,1.66,3,,,Completed,Outdoor,2019-04-30,,,6.0,5.0,,,,731.0,82.0,Rabat,Zvonareva V.,0.0,2.2,1.85,2.05,1.85,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,7.0,7.0,,584.0,110.0,22,Arruabarrena L.,2.0
30500,2.57,1.5,2.62,1.44,3,,,Completed,Outdoor,2019-04-30,,,6.0,1.0,6.0,,,788.0,72.0,Rabat,Rybarikova M.,1.0,2.78,1.55,2.69,1.52,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,2.0,6.0,7.0,490.0,122.0,22,Bonaventure Y.,2.0
30501,2.42,1.55,2.37,1.53,3,,,Completed,Outdoor,2019-04-30,,,6.0,6.0,4.0,,,1027.0,56.0,Rabat,Wang Yaf.,1.0,2.7,1.62,2.49,1.6,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,4.0,7.0,6.0,1180.0,47.0,22,Konta J.,2.0
30502,2.96,1.38,3.0,1.36,3,,,Completed,Outdoor,2019-04-30,,,4.0,4.0,,,,679.0,90.0,Rabat,Ferro F.,0.0,3.12,1.45,3.11,1.41,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,1253.0,43.0,22,Tomljanovic A.,2.0
30503,4.63,1.19,5.0,1.16,3,,,Completed,Outdoor,2019-04-30,,,3.0,1.0,,,,1010.0,59.0,Rabat,Flipkens K.,0.0,5.1,1.21,5.0,1.21,1st Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,2580.0,18.0,22,Mertens E.,2.0
30504,2.77,1.43,2.75,1.4,3,,,Completed,Outdoor,2019-05-01,,,6.0,5.0,3.0,,,584.0,110.0,Rabat,Arruabarrena L.,1.0,2.96,1.5,2.96,1.46,2nd Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,4.0,7.0,6.0,1960.0,24.0,22,Hsieh S.W.,2.0
30505,2.13,1.7,2.1,1.66,3,,,Completed,Outdoor,2019-05-01,,,4.0,0.0,,,,401.0,149.0,Rabat,Lepchenko V.,0.0,2.29,1.75,2.29,1.7,2nd Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,1070.0,52.0,22,Van Uytvanck A.,2.0
30506,2.49,1.52,2.37,1.53,3,,,Completed,Outdoor,2019-05-01,,,1.0,7.0,2.0,,,449.0,132.0,Rabat,Bogdan A.,1.0,2.63,1.62,2.55,1.58,2nd Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,6.0,1180.0,47.0,22,Konta J.,2.0
30507,1.49,2.6,1.44,2.62,3,,,Completed,Outdoor,2019-05-01,,,4.0,6.0,3.0,,,831.0,67.0,Rabat,Zidansek T.,1.0,1.55,2.82,1.5,2.82,2nd Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,2.0,6.0,490.0,122.0,22,Bonaventure Y.,2.0
30508,4.74,1.18,5.0,1.16,3,,,Completed,Outdoor,2019-05-01,,,4.0,4.0,,,,277.0,215.0,Rabat,Shinikova I.,0.0,5.25,1.22,4.84,1.22,2nd Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,1088.0,51.0,22,Sakkari M.,2.0
30509,1.77,2.02,1.72,2.0,3,,,Completed,Outdoor,2019-05-01,,,5.0,6.0,1.0,,,797.0,71.0,Rabat,Hercog P.,1.0,1.88,2.1,1.88,2.03,2nd Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,7.0,3.0,6.0,951.0,62.0,22,Peterson R.,2.0
30510,1.8,1.98,1.72,2.0,3,,,Completed,Outdoor,2019-05-01,,,4.0,6.0,2.0,,,579.0,111.0,Rabat,Bacsinszky T.,1.0,1.87,2.06,1.86,2.05,2nd Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,1.0,6.0,1253.0,43.0,22,Tomljanovic A.,2.0
30511,4.54,1.19,5.0,1.16,3,,,Completed,Outdoor,2019-05-01,,,4.0,0.0,,,,611.0,99.0,Rabat,Jorovic I.,0.0,5.0,1.22,4.85,1.22,2nd Round,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,2580.0,18.0,22,Mertens E.,2.0
30512,2.68,1.47,2.75,1.44,3,,,Completed,Outdoor,2019-05-02,,,7.0,1.0,2.0,,,490.0,122.0,Rabat,Bonaventure Y.,1.0,2.93,1.53,2.8,1.51,Quarterfinals,,,Clay,International,Grand Prix SAR Lalla Meryem,,,5.0,6.0,6.0,1070.0,52.0,22,Van Uytvanck A.,2.0
30513,2.41,1.57,2.37,1.57,3,,,Completed,Outdoor,2019-05-02,,,2.0,4.0,,,,951.0,62.0,Rabat,Peterson R.,0.0,2.55,1.63,2.55,1.6,Quarterfinals,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,1253.0,43.0,22,Tomljanovic A.,2.0
30514,2.11,1.72,2.1,1.72,3,,,Completed,Outdoor,2019-05-02,,,7.0,4.0,4.0,,,1960.0,24.0,Rabat,Hsieh S.W.,1.0,2.2,1.81,2.14,1.81,Quarterfinals,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,6.0,1180.0,47.0,22,Konta J.,2.0
30515,1.38,3.05,1.36,3.2,3,,,Completed,Outdoor,2019-05-02,,,4.0,6.0,,,,2580.0,18.0,Rabat,Mertens E.,0.0,1.43,3.3,1.43,3.14,Quarterfinals,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,7.0,,1088.0,51.0,22,Sakkari M.,2.0
30516,1.73,2.1,1.72,2.1,3,,,Completed,Outdoor,2019-05-03,,,2.0,6.0,,,,1253.0,43.0,Rabat,Tomljanovic A.,0.0,1.85,2.21,1.76,2.21,Semifinals,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,7.0,,1180.0,47.0,22,Konta J.,2.0
30517,2.26,1.64,2.2,1.66,3,,,Completed,Outdoor,2019-05-03,,,4.0,4.0,,,,1070.0,52.0,Rabat,Van Uytvanck A.,0.0,2.46,1.69,2.38,1.67,Semifinals,,,Clay,International,Grand Prix SAR Lalla Meryem,,,6.0,6.0,,1088.0,51.0,22,Sakkari M.,2.0
30518,1.7,2.14,1.72,2.1,3,,,Completed,Outdoor,2019-05-04,,,6.0,4.0,1.0,,,1180.0,47.0,Rabat,Konta J.,1.0,1.77,2.25,1.77,2.2,The Final,,,Clay,International,Grand Prix SAR Lalla Meryem,,,2.0,6.0,6.0,1088.0,51.0,22,Sakkari M.,2.0
30519,5.35,1.16,5.0,1.16,3,,,Completed,Outdoor,2019-05-04,,,1.0,2.0,,,,1010.0,57.0,Madrid,Gavrilova D.,0.0,6.1,1.18,5.82,1.17,1st Round,,,Clay,Premier,Mutua Madrid Open,,,6.0,6.0,,4275.0,9.0,23,Barty A.,2.0
30520,1.69,2.16,1.61,2.2,3,,,Completed,Outdoor,2019-05-04,,,5.0,4.0,,,,3520.0,10.0,Madrid,Sabalenka A.,0.0,1.77,2.28,1.71,2.24,1st Round,,,Clay,Premier,Mutua Madrid Open,,,7.0,6.0,,621.0,101.0,23,Kuznetsova S.,2.0
30521,1.54,2.47,1.5,2.5,3,,,Completed,Outdoor,2019-05-04,,,2.0,1.0,,,,1470.0,35.0,Madrid,Pavlyuchenkova A.,0.0,1.62,2.63,1.56,2.58,1st Round,,,Clay,Premier,Mutua Madrid Open,,,6.0,6.0,,1566.0,29.0,23,Ostapenko J.,2.0
